URL,PullNo,Participants,CommitHash,Analysis
https://github.com/psf/requests,173,3,dcebab4c35369f9f91dab3eb6ff877509f7d38c2,"[{""blanks"": 0, ""comments"": 0, ""loc"": 0, ""ext"": ""/tmp/worktrees/requests/AUTHORS"", ""file_path"": ""AUTHORS""}, {""ccn"": 15, ""avg_ccn"": 2.142857142857143, ""avg_loc"": 6.571428571428571, ""avg_tokens"": 54.57142857142857, ""num_funs"": 7, ""loc"": 62, ""tokens"": 435, ""ext"": ""py"", ""blanks"": 49, ""comments"": 55, ""file_path"": ""requests/api.py""}, {""ccn"": 2, ""avg_ccn"": 1.0, ""avg_loc"": 2.0, ""avg_tokens"": 17.0, ""num_funs"": 2, ""loc"": 35, ""tokens"": 92, ""ext"": ""py"", ""blanks"": 14, ""comments"": 18, ""file_path"": ""requests/config.py""}, {""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 23, ""tokens"": 49, ""ext"": ""py"", ""blanks"": 8, ""comments"": 8, ""file_path"": ""requests/core.py""}, {""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 18, ""tokens"": 43, ""ext"": ""py"", ""blanks"": 14, ""comments"": 12, ""file_path"": ""requests/exceptions.py""}, {""ccn"": 126, ""avg_ccn"": 4.344827586206897, ""avg_loc"": 11.724137931034482, ""avg_tokens"": 84.72413793103448, ""num_funs"": 29, ""loc"": 395, ""tokens"": 2670, ""ext"": ""py"", ""blanks"": 177, ""comments"": 113, ""file_path"": ""requests/models.py""}, {""ccn"": 25, ""avg_ccn"": 2.0833333333333335, ""avg_loc"": 5.583333333333333, ""avg_tokens"": 42.833333333333336, ""num_funs"": 12, ""loc"": 92, ""tokens"": 599, ""ext"": ""py"", ""blanks"": 39, ""comments"": 24, ""file_path"": ""requests/monkeys.py""}, {""ccn"": 14, ""avg_ccn"": 1.75, ""avg_loc"": 3.875, ""avg_tokens"": 33.625, ""num_funs"": 8, ""loc"": 43, ""tokens"": 307, ""ext"": ""py"", ""blanks"": 24, ""comments"": 22, ""file_path"": ""requests/sessions.py""}, {""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 70, ""tokens"": 548, ""ext"": ""py"", ""blanks"": 8, ""comments"": 5, ""file_path"": ""requests/status_codes.py""}, {""ccn"": 17, ""avg_ccn"": 1.5454545454545454, ""avg_loc"": 2.909090909090909, ""avg_tokens"": 23.818181818181817, ""num_funs"": 11, ""loc"": 47, ""tokens"": 290, ""ext"": ""py"", ""blanks"": 20, ""comments"": 12, ""file_path"": ""requests/structures.py""}, {""ccn"": 54, ""avg_ccn"": 4.5, ""avg_loc"": 12.166666666666666, ""avg_tokens"": 83.41666666666667, ""num_funs"": 12, ""loc"": 159, ""tokens"": 1024, ""ext"": ""py"", ""blanks"": 98, ""comments"": 76, ""file_path"": ""requests/utils.py""}]"
https://github.com/psf/requests,173,3,c48cf2bba8aafa50ae5cd77e7ab4bb476dca086c,"[{""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 23, ""tokens"": 49, ""ext"": ""py"", ""blanks"": 8, ""comments"": 8, ""file_path"": ""requests/core.py""}]"
https://github.com/psf/requests,173,3,ac9f9b653c5acfde2bc6c2c3e8cd3dbf6e402c4f,[]
https://github.com/psf/requests,175,3,62d29d510625aa6c5415f4ba35579059b1c842fd,"[{""ccn"": 123, ""avg_ccn"": 4.241379310344827, ""avg_loc"": 11.206896551724139, ""avg_tokens"": 80.0, ""num_funs"": 29, ""loc"": 380, ""tokens"": 2535, ""ext"": ""py"", ""blanks"": 172, ""comments"": 109, ""file_path"": ""requests/models.py""}, {""ccn"": 61, ""avg_ccn"": 4.6923076923076925, ""avg_loc"": 12.692307692307692, ""avg_tokens"": 89.3076923076923, ""num_funs"": 13, ""loc"": 180, ""tokens"": 1195, ""ext"": ""py"", ""blanks"": 104, ""comments"": 79, ""file_path"": ""requests/utils.py""}]"
https://github.com/psf/requests,175,3,ffde764a910e64398d01a8058a540853b63d60d3,"[{""ccn"": 123, ""avg_ccn"": 4.241379310344827, ""avg_loc"": 11.206896551724139, ""avg_tokens"": 80.0, ""num_funs"": 29, ""loc"": 380, ""tokens"": 2531, ""ext"": ""py"", ""blanks"": 172, ""comments"": 109, ""file_path"": ""requests/models.py""}]"
https://github.com/psf/requests,175,3,7077272baa39113538aeed6e40ce38d20f5c512c,"[{""blanks"": 0, ""comments"": 0, ""loc"": 0, ""ext"": ""/tmp/worktrees/requests/AUTHORS"", ""file_path"": ""AUTHORS""}, {""ccn"": 3, ""avg_ccn"": 3.0, ""avg_loc"": 8.0, ""avg_tokens"": 49.0, ""num_funs"": 1, ""loc"": 35, ""tokens"": 115, ""ext"": ""py"", ""blanks"": 16, ""comments"": 18, ""file_path"": ""requests/_config.py""}, {""ccn"": 16, ""avg_ccn"": 2.2857142857142856, ""avg_loc"": 7.285714285714286, ""avg_tokens"": 58.285714285714285, ""num_funs"": 7, ""loc"": 67, ""tokens"": 462, ""ext"": ""py"", ""blanks"": 50, ""comments"": 60, ""file_path"": ""requests/api.py""}, {""ccn"": 8, ""avg_ccn"": 2.0, ""avg_loc"": 5.0, ""avg_tokens"": 39.0, ""num_funs"": 4, ""loc"": 47, ""tokens"": 278, ""ext"": ""py"", ""blanks"": 30, ""comments"": 18, ""file_path"": ""requests/async.py""}, {""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 24, ""tokens"": 50, ""ext"": ""py"", ""blanks"": 10, ""comments"": 12, ""file_path"": ""requests/core.py""}, {""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 22, ""tokens"": 57, ""ext"": ""py"", ""blanks"": 16, ""comments"": 14, ""file_path"": ""requests/exceptions.py""}, {""ccn"": 68, ""avg_ccn"": 5.230769230769231, ""avg_loc"": 16.923076923076923, ""avg_tokens"": 110.15384615384616, ""num_funs"": 13, ""loc"": 248, ""tokens"": 1547, ""ext"": ""py"", ""blanks"": 136, ""comments"": 120, ""file_path"": ""requests/models.py""}, {""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 2, ""tokens"": 8, ""ext"": ""py"", ""blanks"": 1, ""comments"": 0, ""file_path"": ""requests/packages/__init__.py""}, {""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 20, ""tokens"": 53, ""ext"": ""py"", ""blanks"": 7, ""comments"": 8, ""file_path"": ""requests/packages/urllib3/__init__.py""}, {""ccn"": 21, ""avg_ccn"": 1.75, ""avg_loc"": 4.416666666666667, ""avg_tokens"": 29.916666666666668, ""num_funs"": 12, ""loc"": 63, ""tokens"": 405, ""ext"": ""py"", ""blanks"": 35, ""comments"": 27, ""file_path"": ""requests/packages/urllib3/_collections.py""}, {""ccn"": 30, ""avg_ccn"": 1.7647058823529411, ""avg_loc"": 4.9411764705882355, ""avg_tokens"": 44.294117647058826, ""num_funs"": 17, ""loc"": 276, ""tokens"": 1650, ""ext"": ""py"", ""blanks"": 113, ""comments"": 186, ""file_path"": ""requests/packages/urllib3/connectionpool.py""}, {""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 0, ""tokens"": 0, ""ext"": ""py"", ""blanks"": 0, ""comments"": 0, ""file_path"": ""requests/packages/urllib3/contrib/__init__.py""}, {""ccn"": 8, ""avg_ccn"": 2.6666666666666665, ""avg_loc"": 20.0, ""avg_tokens"": 162.66666666666666, ""num_funs"": 3, ""loc"": 82, ""tokens"": 561, ""ext"": ""py"", ""blanks"": 19, ""comments"": 24, ""file_path"": ""requests/packages/urllib3/contrib/ntlmpool.py""}, {""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 18, ""tokens"": 48, ""ext"": ""py"", ""blanks"": 11, ""comments"": 6, ""file_path"": ""requests/packages/urllib3/exceptions.py""}, {""ccn"": 8, ""avg_ccn"": 4.0, ""avg_loc"": 14.5, ""avg_tokens"": 99.0, ""num_funs"": 2, ""loc"": 37, ""tokens"": 230, ""ext"": ""py"", ""blanks"": 16, ""comments"": 5, ""file_path"": ""requests/packages/urllib3/filepost.py""}, {""ccn"": 6, ""avg_ccn"": 1.5, ""avg_loc"": 5.25, ""avg_tokens"": 44.5, ""num_funs"": 4, ""loc"": 43, ""tokens"": 227, ""ext"": ""py"", ""blanks"": 22, ""comments"": 25, ""file_path"": ""requests/packages/urllib3/poolmanager.py""}, {""ccn"": 24, ""avg_ccn"": 2.6666666666666665, ""avg_loc"": 6.333333333333333, ""avg_tokens"": 42.666666666666664, ""num_funs"": 9, ""loc"": 109, ""tokens"": 534, ""ext"": ""py"", ""blanks"": 47, ""comments"": 45, ""file_path"": ""requests/packages/urllib3/response.py""}, {""ccn"": 21, ""avg_ccn"": 2.3333333333333335, ""avg_loc"": 6.777777777777778, ""avg_tokens"": 41.22222222222222, ""num_funs"": 9, ""loc"": 78, ""tokens"": 426, ""ext"": ""py"", ""blanks"": 40, ""comments"": 36, ""file_path"": ""requests/sessions.py""}, {""ccn"": 72, ""avg_ccn"": 4.8, ""avg_loc"": 12.6, ""avg_tokens"": 87.33333333333333, ""num_funs"": 15, ""loc"": 204, ""tokens"": 1346, ""ext"": ""py"", ""blanks"": 113, ""comments"": 86, ""file_path"": ""requests/utils.py""}, {""ccn"": 0, ""avg_ccn"": 0, ""avg_loc"": 0, ""avg_tokens"": 0, ""num_funs"": 0, ""loc"": 41, ""tokens"": 151, ""ext"": ""py"", ""blanks"": 8, ""comments"": 3, ""file_path"": ""setup.py""}]"
https://github.com/psf/requests,175,3,2361a6fc79f3af84550478cd43e0f9ab26e714f4,"[{""ccn"": 68, ""avg_ccn"": 5.230769230769231, ""avg_loc"": 16.923076923076923, ""avg_tokens"": 110.15384615384616, ""num_funs"": 13, ""loc"": 248, ""tokens"": 1547, ""ext"": ""py"", ""blanks"": 136, ""comments"": 120, ""file_path"": ""requests/models.py""}, {""ccn"": 72, ""avg_ccn"": 4.8, ""avg_loc"": 12.6, ""avg_tokens"": 87.33333333333333, ""num_funs"": 15, ""loc"": 204, ""tokens"": 1346, ""ext"": ""py"", ""blanks"": 113, ""comments"": 86, ""file_path"": ""requests/utils.py""}]"
https://github.com/psf/requests,220,2,b8d4a5ea61de8b579aa3e3d8e37e43f3cc34b619,"[{""blanks"": 72, ""comments"": 0, ""loc"": 140, ""ext"": ""rst"", ""file_path"": ""HISTORY.rst""}]"
https://github.com/psf/requests,220,2,340f7a0733b6b023c2bec18bb0f91e8f1052a84d,"[{""ccn"": 2, ""avg_ccn"": 1.0, ""avg_loc"": 3.0, ""avg_tokens"": 28.0, ""num_funs"": 2, ""loc"": 13, ""tokens"": 65, ""ext"": ""py"", ""blanks"": 10, ""comments"": 12, ""file_path"": ""requests/auth.py""}]"
https://github.com/psf/requests,220,2,94c587d642eb131660e738667dc3861fbd35314e,"[{""ccn"": 80, ""avg_ccn"": 5.0, ""avg_loc"": 15.6875, ""avg_tokens"": 107.5625, ""num_funs"": 16, ""loc"": 302, ""tokens"": 1903, ""ext"": ""py"", ""blanks"": 150, ""comments"": 124, ""file_path"": ""requests/models.py""}]"
