Repo,PullRequest,Fork,Start_date,End_date,Commits,PR_Start,Commit_Before_PR,Participants,File_Paths,Run_Analysis
https://github.com/tiangolo/fastapi,26,https://github.com/kabirkhan/fastapi,2019-02-10T03:49:32Z,2019-02-14T18:47:45Z,"['bbb4e14588ca541b63883b6100ccb9384933269c', '36defb387d2ec3b023283b243ebc34a4bed626e3', '5623f6ba95097aa33b3d8f82f708b418dc99cecb', 'da1f03d069f92909aab903b5f78cbc2132b755b7', 'd325c1d8adfb4605afe39ef7193342ce72d9e2b3', 'f3a2266481dcbb14c99ce0876a60f85d6a061eb6', '205e160b7a485533cb7e376498a7eb7cddb68f1c', 'a578552d7a0c1b678147153a736a58f73e7b9c2b', 'c0f1fe058da2829966f7292e0bbfe9b9e0c63aac', '364051efa4047758b103953ac10fcdd8caff6d1d', '6f7c4cdd7553f58935bd49b45ded1bb8e7ef6b9e']",2019-02-10T04:16:31Z,5623f6ba95097aa33b3d8f82f708b418dc99cecb,4,"['docs/img/tutorial/sub-applications/image01.png', 'docs/img/tutorial/sub-applications/image02.png', 'docs/src/sub_applications/tutorial001.py', 'docs/tutorial/sub-applications-proxy.md', 'fastapi/applications.py', 'fastapi/openapi/utils.py', 'mkdocs.yml', 'tests/test_tutorial/test_sub_applications/__init__.py', 'tests/test_tutorial/test_sub_applications/test_tutorial001.py']",false
https://github.com/tiangolo/fastapi,97,https://github.com/barsi/fastapi,2019-03-22T19:40:07Z,2019-04-05T09:54:00Z,"['aa0bca7bb2dc544f8480e9b2a4dab02ed369b9e6', '3984e9b8ac437f063ff5c14f320cca3faf551258', 'c6d28c8209bed6bd4a3914d3cb38a655a60521ab', '84a300ef842bc41b4955973a280366952097fd32', '95679ca5e66a115f088cf87383510f9596ecdfe0', '65568065e0488756c37b4a52c0644b005a09773a', '25fb4239cc2751b9608e7e92e3b9b42be31a9337', '7514ac6fb0233e7f165cf5e7e65c05d5a690cf1b', 'eda9b28338c79bfd28f008507fe92599ec2ea815', '2bd775988f77df397aee3a1caf4de90146b7f363']",2019-03-22T20:01:28Z,84a300ef842bc41b4955973a280366952097fd32,2,"['docs/img/tutorial/additional-responses/image01.png', 'docs/img/tutorial/bigger-applications/image01.png', 'docs/src/additional_responses/tutorial001.py', 'docs/src/additional_responses/tutorial002.py', 'docs/src/additional_responses/tutorial003.py', 'docs/src/additional_responses/tutorial004.py', 'docs/src/bigger_applications/app/main.py', 'docs/src/bigger_applications/app/routers/items.py', 'docs/tutorial/additional-responses.md', 'docs/tutorial/bigger-applications.md', 'fastapi/applications.py', 'fastapi/openapi/utils.py', 'fastapi/routing.py', 'fastapi/utils.py', 'mkdocs.yml', 'tests/test_additional_response_extra.py', 'tests/test_tutorial/test_additional_responses/__init__.py', 'tests/test_tutorial/test_additional_responses/test_tutorial001.py', 'tests/test_tutorial/test_additional_responses/test_tutorial002.py', 'tests/test_tutorial/test_additional_responses/test_tutorial003.py', 'tests/test_tutorial/test_additional_responses/test_tutorial004.py', 'tests/test_tutorial/test_bigger_applications/test_main.py']",true
https://github.com/tiangolo/fastapi,198,https://github.com/steinitzu/fastapi,2019-05-02T22:39:41Z,2019-05-21T18:34:13Z,"['b6d70eb01b4523e37af80cb5ac221d18bad9c2ea', '88e0cd89fef2eb699f83ba5c5b4b2b8fc94edd51', '0710ca2e056369246db2a511a5b9d21a65a9f886']",2019-05-02T22:49:38Z,b6d70eb01b4523e37af80cb5ac221d18bad9c2ea,2,"['fastapi/applications.py', 'fastapi/openapi/docs.py', 'tests/test_application.py', 'tests/test_custom_swagger_ui_redirect.py', 'tests/test_no_swagger_ui_redirect.py']",true
https://github.com/tiangolo/fastapi,264,https://github.com/tiangolo/fastapi,2019-05-27T08:48:20Z,2019-05-27T11:53:06Z,"['b7f2525bb473b11a0f93b755e5f171931b82025f', '27a93ea8285902f0808732866368e2ab66ec26ea', 'a9a25df8dde5b8d1fd074a442c52571548f6c9f0', 'b3fef7d0c714579241c1c863351e7800f6d6b227', 'c929876c2510c0ab98efad7f285288793a2e5f68', '59b6ca4ad13ae7542930b955b9082e65ba373e57']",2019-05-27T11:54:52Z,59b6ca4ad13ae7542930b955b9082e65ba373e57,2,"['docs/src/body_updates/tutorial001.py', 'docs/src/body_updates/tutorial002.py', 'docs/src/response_model/tutorial004.py', 'docs/src/response_model/tutorial005.py', 'docs/src/response_model/tutorial006.py', 'docs/tutorial/body-updates.md', 'docs/tutorial/response-model.md', 'fastapi/applications.py', 'fastapi/encoders.py', 'fastapi/routing.py', 'mkdocs.yml', 'tests/test_operations_signatures.py', 'tests/test_tutorial/test_body_updates/__init__.py', 'tests/test_tutorial/test_body_updates/test_tutorial001.py', 'tests/test_tutorial/test_response_model/test_tutorial004.py', 'tests/test_tutorial/test_response_model/test_tutorial005.py', 'tests/test_tutorial/test_response_model/test_tutorial006.py']",false
https://github.com/tiangolo/fastapi,400,https://github.com/koxudaxi/fastapi,2019-07-22T13:30:18Z,2019-08-07T18:48:28Z,"['c2f58f50130888f556cd36cc4b5c12ec74fb98a2', '1889967385aef7118682cd116cc971053f3a4ba5', '00e2bf232ab3714c07b7bb2b5ebeed6dbbaab519']",2019-07-22T13:47:33Z,c2f58f50130888f556cd36cc4b5c12ec74fb98a2,2,"['fastapi/dependencies/utils.py', 'tests/test_union_body.py', 'tests/test_union_inherited_body.py']",true
https://github.com/tiangolo/fastapi,422,https://github.com/dmontagu/fastapi,2019-08-12T08:03:49Z,2019-08-26T13:07:17Z,"['70cdee5ef24c6de330f872370a236d93ad96e3d1', 'c39a5c80d984c63d3387b669bddf16306b66c1cb', '0843c6b526b57f719f6f2df83c80c545c9e71a76']",2019-08-06T08:29:45Z,70cdee5ef24c6de330f872370a236d93ad96e3d1,2,"['fastapi/routing.py', 'tests/test_skip_defaults.py']",true
https://github.com/tiangolo/fastapi,451,https://github.com/dmontagu/fastapi,2019-09-29T20:53:56Z,2019-09-29T21:10:34Z,"['6ded699df478750e8069463601d6dbef5e26fba5', 'a8fa9818ed695ed194b89abfa67ad4e83fb9cf34', 'a902d6be1ad76d7324a93e197bcbdbfc4aef1510']",2019-08-21T11:10:57Z,6ded699df478750e8069463601d6dbef5e26fba5,2,"['fastapi/dependencies/utils.py', 'fastapi/openapi/models.py', 'fastapi/utils.py', 'tests/test_security_oauth2.py']",true
https://github.com/tiangolo/fastapi,463,https://github.com/dmontagu/fastapi,2019-08-28T01:58:52Z,2019-08-31T00:25:02Z,"['b28d055b316d3c634f059ca1c3365fa460a893c1', '5d83004a8c9fd314e563a1d68ed80b73d41a5a4a', '983e60a6cb4c51480d0a775f8b71de4cff5586cb']",2019-08-25T02:10:18Z,b28d055b316d3c634f059ca1c3365fa460a893c1,2,"['Pipfile', 'fastapi/applications.py', 'fastapi/encoders.py', 'fastapi/exceptions.py', 'fastapi/routing.py', 'pyproject.toml', 'tests/test_tutorial/test_handling_errors/test_tutorial004.py', 'tests/test_tutorial/test_path_params/test_tutorial005.py']",true
https://github.com/tiangolo/fastapi,464,https://github.com/jonathanunderwood/fastapi,2019-09-29T21:53:43Z,2019-09-29T21:53:43Z,"['b6873cd4d99c75bf2a94987367a68aa937f403a0', '8144d61f2c54d5ec5d23bbfc60ce41067208428c', 'b1dc0fb11befc83d10fe05cb2e976898429b2179', 'd65f623a01d2acf89474a4b7bffd44b6c2b67c4b', '4763b451c0f66d051b33c584b016507ec9b2ffe0', '568b63f985cc5f800ef60cda5c6318497ec0c106', '4d0f12786e2285b657abbbd69661a185e7551363', '21c11f39ff6d6d14ea39c578a5b4cbb7fd511e5b', '2900d40202c30f30421ef5ba24fdb592bd952f4a', 'c6016d3d2b928e30536c5eccd3b837fdbf574a3a', 'c0b368b25adcb76321a0fed7d5be361af4640c7a', '98430d9283683c51024368142d3c34c27b8d8684', 'd49bd8b1fdeffa412bbf4e46c78f5d473e0e88e8', '91661d9a7b3a719ea69b2a064a7d95478fca5297', '7f34a88a78ffd12fb8c6889158729c3b30a75c54', '9c862582a473d8c40f269cbea7370cf4aa63821e', '864c6ae64120d34bcfd85f0983d81cab206b1ca9']",2019-08-25T13:06:54Z,b6873cd4d99c75bf2a94987367a68aa937f403a0,3,"['fastapi/dependencies/utils.py', 'tests/test_infer_param_optionality.py']",true
https://github.com/tiangolo/fastapi,467,https://github.com/toppk/fastapi,2019-09-29T21:29:00Z,2019-09-29T21:38:01Z,"['1b754464cc85c36bb1504b97b2330fe04a4af83b', 'a26d91ba861bee9e8f231d4eeb84f2cfd62f9556', '44bde0a52c8bc3cb24ff4995d195feb8071b6b71', 'd90a4b23aa727bc7ed1b125984da4774c5da00c6', 'f8b5721fe88d77f3d74f3757921fa7dec1ad4eb7', '68cf43e809db5cae16eac516410f477fcdef08c7', 'e6cc70d5188aa7b0b31308e54b6c3226f8db4daf']",2019-08-26T15:35:39Z,1b754464cc85c36bb1504b97b2330fe04a4af83b,3,"['Pipfile', 'fastapi/applications.py', 'fastapi/openapi/utils.py', 'fastapi/routing.py', 'pyproject.toml', 'tests/test_default_response_class.py', 'tests/test_default_response_class_router.py']",true
https://github.com/tiangolo/fastapi,556,https://github.com/svalouch/fastapi,2019-09-22T18:02:38Z,2019-10-04T19:50:48Z,"['3b9aa149480ca68476e71f64b278a4fd69ca4aae', 'e6825a33e8eb29f544cbcff663a586f593838993', '3cab9e0f6e2b5970262ae2bdd09bdb144dc7584c', 'dbc7c03b785376cb44b85b23c40d012ccb245de9', '2af39a3165dd2f7904baa8e3b9f18a79e6b6d18b', '36bcab136cac8a0554992336ac2ec753e50d3ca1', 'e876fc18d43f10a99c6a14103c7641a37fc737f4', '86ee517867e0606187aed1ac32afca033c39ec7d']",2019-09-22T18:04:47Z,3b9aa149480ca68476e71f64b278a4fd69ca4aae,3,"['docs/src/path_operation_advanced_configuration/tutorial003.py', 'docs/tutorial/path-operation-advanced-configuration.md', 'fastapi/routing.py', 'tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial003.py']",false
https://github.com/tiangolo/fastapi,557,https://github.com/svalouch/fastapi,2019-10-11T15:20:14Z,2019-11-23T21:38:32Z,"['15a7332fb82b9de35fff15b84b429b489da0820b', '6c4765dafd783d68185a36b14e700e0855141328', 'ed19db90163bf2b03da4af8fb30c0e76e5edfddf', '634074b9373313537ea9dc1eb6ff1183beb524ff', 'a8231be05e076d52719c40c87bbaac011a6dc840', '180d2777ee323d49f2536c736eb547e07b6f4236', 'ea3fd76f034d8b8dcac3590a176b3e1ec1cef59b']",2019-09-22T18:19:30Z,15a7332fb82b9de35fff15b84b429b489da0820b,4,"['docs/src/extending_openapi/tutorial002.py', 'docs/tutorial/extending-openapi.md', 'tests/test_tutorial/test_extending_openapi/test_tutorial002.py']",false
https://github.com/tiangolo/fastapi,574,https://github.com/sliptonic/fastapi,2019-09-28T14:18:12Z,2019-10-04T20:21:32Z,"['1fb5d11193c712c89077fb6381dd01538181d19c', '45e5655932f4797dd3d3de5f4db23ac2b2a4a6da', 'fd08c276cb7b5eba3191bb32b77e7694a1248470']",2019-09-28T14:20:44Z,1fb5d11193c712c89077fb6381dd01538181d19c,2,"['docs/tutorial/request-files.md', 'docs/tutorial/request-forms-and-files.md', 'docs/tutorial/request-forms.md', 'docs/tutorial/security/first-steps.md']",false
https://github.com/tiangolo/fastapi,589,https://github.com/dmontagu/fastapi,2019-10-05T00:13:40Z,2019-10-05T00:14:41Z,"['694714f9164bad36dc90dd842f8f66efbfcdb8f3', 'fd152bd0f93e8ed2d2b1f7f24e380fd8d813e947', '29af0a081b7108118f994b1e60c1d09e5d9f074a', '1769ba49c18571d3e991fb512efb44d6681f2ca1', '0bbe019c03c82d04e73ba17b07f1bd0807d28d0c', 'b2640d34f5e9c436c593bfe22513bf3100513a6c']",2019-10-04T04:46:49Z,694714f9164bad36dc90dd842f8f66efbfcdb8f3,2,"['docs/src/custom_request_and_route/tutorial001.py', 'docs/src/custom_request_and_route/tutorial002.py', 'docs/src/custom_request_and_route/tutorial003.py', 'docs/tutorial/custom-request-and-route.md', 'fastapi/routing.py', 'mkdocs.yml', 'tests/test_tutorial/test_custom_request_and_route/__init__.py', 'tests/test_tutorial/test_custom_request_and_route/test_tutorial001.py', 'tests/test_tutorial/test_custom_request_and_route/test_tutorial002.py', 'tests/test_tutorial/test_custom_request_and_route/test_tutorial003.py']",true
