URL,PullNo,Participants,Quality
https://github.com/tornadoweb/tornado,302,2,0.30000000000000004
https://github.com/tornadoweb/tornado,368,2,0.0
https://github.com/tornadoweb/tornado,476,2,0.0
https://github.com/tornadoweb/tornado,575,3,0.0
https://github.com/tornadoweb/tornado,628,2,-0.03000000000000025
https://github.com/tornadoweb/tornado,686,3,0.010000000000000675
https://github.com/tornadoweb/tornado,723,3,0.0
https://github.com/tornadoweb/tornado,727,2,0.010000000000000675
https://github.com/tornadoweb/tornado,789,3,0.0
https://github.com/tornadoweb/tornado,790,3,0.0
https://github.com/tornadoweb/tornado,794,2,0.010000000000000675
https://github.com/tornadoweb/tornado,885,2,0.0
https://github.com/tornadoweb/tornado,907,2,0.0
https://github.com/tornadoweb/tornado,963,2,-0.009999999999999787
https://github.com/tornadoweb/tornado,980,3,-0.009999999999999787
https://github.com/tornadoweb/tornado,1021,4,-0.04999999999999982
https://github.com/tornadoweb/tornado,1023,2,0.0
https://github.com/tornadoweb/tornado,1053,4,0.009999999999999787
https://github.com/tornadoweb/tornado,1233,2,0.0
https://github.com/tornadoweb/tornado,1261,2,0.0
https://github.com/tornadoweb/tornado,1270,2,0.0
https://github.com/tornadoweb/tornado,1274,2,0.0
https://github.com/tornadoweb/tornado,1341,2,0.0
https://github.com/tornadoweb/tornado,1344,2,0.0
https://github.com/tornadoweb/tornado,1399,2,-0.040000000000000036
https://github.com/tornadoweb/tornado,302,2,0.30000000000000004
https://github.com/tornadoweb/tornado,368,2,0.0
https://github.com/tornadoweb/tornado,476,2,0.0
https://github.com/tornadoweb/tornado,575,3,0.0
https://github.com/tornadoweb/tornado,628,2,-0.03000000000000025
https://github.com/tornadoweb/tornado,686,3,0.010000000000000675
https://github.com/tornadoweb/tornado,723,3,0.0
https://github.com/tornadoweb/tornado,727,2,0.010000000000000675
https://github.com/tornadoweb/tornado,789,3,0.0
https://github.com/tornadoweb/tornado,790,3,0.0
https://github.com/tornadoweb/tornado,794,2,0.010000000000000675
https://github.com/tornadoweb/tornado,885,2,0.0
https://github.com/tornadoweb/tornado,907,2,0.0
https://github.com/tornadoweb/tornado,963,2,-0.009999999999999787
https://github.com/tornadoweb/tornado,980,3,-0.009999999999999787
https://github.com/tornadoweb/tornado,1021,4,-0.04999999999999982
https://github.com/tornadoweb/tornado,1023,2,0.0
https://github.com/tornadoweb/tornado,1053,4,0.009999999999999787
https://github.com/tornadoweb/tornado,1233,2,0.0
https://github.com/tornadoweb/tornado,1261,2,0.0
https://github.com/tornadoweb/tornado,1270,2,0.0
https://github.com/tornadoweb/tornado,1274,2,0.0
https://github.com/tornadoweb/tornado,1341,2,0.0
https://github.com/tornadoweb/tornado,1344,2,0.0
https://github.com/tornadoweb/tornado,1399,2,-0.040000000000000036
https://github.com/tornadoweb/tornado,302,2,0.30000000000000004
https://github.com/tornadoweb/tornado,368,2,0.0
https://github.com/tornadoweb/tornado,476,2,0.0
https://github.com/tornadoweb/tornado,575,3,0.0
